path,model_name
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_21_f000133.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_30_f000161.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_40_f000125.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/poisoned_pen_09_f000260.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/hunters_space_08_f000076.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/rinkitink_baum_18_64kb_f000073.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/hunters_space_01_f000030.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_22_f000018.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_02_f000060.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/the_master_key_20_f000073.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_17_f000394.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_50_f000074.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/emerald_city_of_oz_18_f000006.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_27_f000016.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_09_f000016.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_40_f000151.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_07_f000038.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/poisoned_pen_08_f000167.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_12_f000011.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_28_f000153.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_40_f000027.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/emerald_city_of_oz_12_f000025.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_37_f000024.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_36_f000105.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_03_f000012.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/the_sea_fairies_18_f000040.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_11_f000046.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_31_f000040.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/poisoned_pen_12_f000421.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/ozma_of_oz_05_f000094.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/the_sea_fairies_01_f000073.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_03_f000056.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_38_f000076.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_10_f000320.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/emerald_city_of_oz_02_f000027.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_08_f000099.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_04_f000097.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_24_f000033.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/piratesofersatz_01_leinster_64kb_f000098.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/poisoned_pen_02_f000273.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/pink_fairy_book_33_f000037.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_46_f000033.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_34_f000159.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_11_f000049.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_46_f000227.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/pink_fairy_book_07_f000002.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_34_f000127.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/piratesofersatz_08_leinster_64kb_f000080.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_28_f000136.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_52_f000216.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_22_f000049.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_30_f000152.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_07_f000098.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_10_f000139.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/dorothy_and_wizard_oz_05_f000073.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_13_f000112.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_11_f000074.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/dorothy_and_wizard_oz_16_f000007.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_30_f000054.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_37_f000211.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/poisoned_pen_05_f000224.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/pink_fairy_book_40_f000193.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_13_f000076.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_20_f000193.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_13_f000275.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_13_f000017.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/emerald_city_of_oz_25_f000050.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_06_f000342.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_33_f000136.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_44_f000137.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_34_f000170.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_09_f000149.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_14_f000129.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/the_master_key_06_f000007.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_18_f000245.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_14_f000209.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_27_f000022.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_36_f000212.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_11_f000330.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/skyisland_20_baum_64kb_f000064.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_13_f000286.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_34_f000467.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/pink_fairy_book_38_f000049.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_13_f000347.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_06_f000205.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_58_f000127.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/skyisland_15_baum_64kb_f000090.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_06_f000124.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/pink_fairy_book_39_f000001.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_18_f000121.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/the_sea_fairies_02_f000117.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/the_master_key_20_f000076.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_18_f000115.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_54_f000029.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_28_f000041.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_24_f000084.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_07_f000013.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_47_f000051.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/emerald_city_of_oz_09_f000080.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_31_f000093.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_05_f000108.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/pink_fairy_book_20_f000022.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_02_f000079.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_18_f000150.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/piratesofersatz_09_leinster_64kb_f000151.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_44_f000192.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_01_f000172.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_46_f000219.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/skyisland_10_baum_64kb_f000034.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/emerald_city_of_oz_06_f000021.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_06_f000037.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_35_f000141.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_47_f000192.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/ozma_of_oz_06_f000151.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_20_f000157.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/poisoned_pen_11_f000408.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/the_master_key_02_f000014.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_38_f000054.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/pink_fairy_book_31_f000113.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_10_f000095.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_12_f000094.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_34_f000261.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/the_sea_fairies_07_f000122.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_06_f000040.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_29_f000091.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_06_f000189.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_31_f000045.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_11_f000015.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_30_f000040.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/emerald_city_of_oz_11_f000059.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_52_f000084.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/ozma_of_oz_06_f000034.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/dorothy_and_wizard_oz_17_f000044.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/skyisland_05_baum_64kb_f000019.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_37_f000064.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_11_f000001.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_03_f000282.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_37_f000187.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_05_f000009.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_45_f000172.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_03_f000116.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/emerald_city_of_oz_15_f000099.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/skyisland_09_baum_64kb_f000002.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/rinkitink_baum_04_64kb_f000058.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_12_f000284.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_09_f000102.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/skyisland_04_baum_64kb_f000015.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_52_f000208.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_09_f000036.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_31_f000006.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_31_f000157.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_20_f000155.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_17_f000226.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_24_f000346.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_42_f000100.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/ozma_of_oz_12_f000002.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_33_f000035.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/hunters_space_02_f000085.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_09_f000082.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_21_f000278.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_40_f000136.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_17_f000088.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_13_f000106.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/hunters_space_11_f000095.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/pink_fairy_book_38_f000160.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_26_f000040.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_20_f000183.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/poisoned_pen_01_f000251.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_60_f000230.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_28_f000158.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/poisoned_pen_05_f000175.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_22_f000232.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_10_f000190.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/pink_fairy_book_40_f000070.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/pink_fairy_book_12_f000215.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_43_f000039.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_60_f000052.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_36_f000150.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_13_f000274.wav,tts_models/en/ljspeech/tacotron2-DCA
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_01_f000146.wav,tts_models/en/ljspeech/tacotron2-DCA
